ID,Energy_Source,Carbon_Footprint,Smart_Home_Device,Electric_Vehicle,Household_Size,Annual_Water_Usage,Renewable_Investment,Satisfaction_Score
4467,Wind,12.65,Thermostat,Yes,5,93.4,High,5.19
4468,Fossil,9.65,Security,Yes,7,32.36,Low,5.67
4469,Solar,13.39,Security,Yes,2,136.18,Medium,6.81
4470,Solar,7.27,Security,Yes,5,118.92,High,3.51
4471,Hydro,4.92,Lighting,No,7,43.47,None,4.79
4472,Wind,11.98,None,No,3,89.8,Medium,4.84
4473,Wind,5.61,Security,Yes,5,57.47,Low,1.19
4474,Fossil,13.43,Assistant,Yes,4,95.77,Low,5.83
4475,Fossil,1.64,Assistant,No,6,93.15,High,9.84
4476,Fossil,14.02,Assistant,Yes,3,120.8,Medium,3.06
4477,Nuclear,12.09,Assistant,No,3,132.52,Low,3.02
4478,Solar,12.76,Assistant,No,3,96.07,None,5.37
4479,Fossil,5.61,None,No,4,86.36,Medium,3.8
4480,Nuclear,8.18,Thermostat,Yes,3,100.93,High,8.43
4481,Nuclear,6.18,Security,Yes,6,12.31,High,2.86
4482,Fossil,8.71,Security,No,7,105.77,Low,5.59
4483,Wind,9.95,Lighting,Yes,7,99.24,High,1.14
4484,Fossil,10.66,Thermostat,Yes,3,95.92,None,8.35
4485,Nuclear,3.29,Assistant,Yes,6,139.43,High,8.44
4486,Fossil,7.19,None,Yes,7,141.05,High,8.54
4487,Fossil,10.02,Security,Yes,4,175.06,High,9.48
4488,Hydro,8.62,Assistant,No,7,46.7,High,2.61
4489,Nuclear,11.61,Security,No,7,187.05,Low,2.77
4490,Fossil,15.05,Security,No,5,112.83,Medium,2.99
4491,Wind,11.17,None,Yes,2,99.54,High,9.51
4492,Fossil,4.22,Security,No,3,66.85,Medium,6.89
4493,Hydro,11.6,Thermostat,No,5,106.18,Low,8.63
4494,Solar,14.03,None,No,4,104.75,Medium,8.21
4495,Wind,14.66,Thermostat,Yes,2,111.18,Medium,3.94
4496,Fossil,17.56,Lighting,Yes,5,129.63,Medium,1.68
4497,Solar,17.04,Security,No,7,101.88,High,2.93
4498,Wind,6.26,Assistant,Yes,2,66.33,Low,7.14
4499,Nuclear,16.98,Thermostat,No,4,203.14,None,9.36
4500,Fossil,8.92,None,Yes,4,14.09,Low,1.24
4501,Hydro,4.71,Lighting,Yes,1,127.74,None,7.65
4502,Wind,11.31,Security,No,3,93.23,Medium,6.31
4503,Solar,10.41,Lighting,Yes,6,83.72,None,5.3
4504,Wind,11.15,Thermostat,Yes,4,43.88,Medium,7.97
4505,Wind,15.82,Assistant,No,3,115.61,Medium,2.68
4506,Nuclear,6.75,Security,Yes,7,143.57,High,8.07
4507,Solar,6.16,Lighting,No,6,43.8,Medium,6.99
4508,Wind,11.67,Thermostat,Yes,6,62.06,Low,3.53
4509,Nuclear,14.22,Assistant,Yes,3,83.62,High,3.11
4510,Fossil,15.52,Assistant,No,1,81.02,None,9.78
4511,Nuclear,15.89,Assistant,No,4,159.38,Low,5.66
4512,Nuclear,14.79,Security,Yes,2,99.71,None,2.25
4513,Wind,5.86,Lighting,No,7,168.28,Medium,9.87
4514,Solar,12.49,None,Yes,6,110.48,Medium,8.05
4515,Hydro,1.11,Thermostat,No,5,106.04,None,4.57
4516,Wind,6.34,Assistant,No,6,106.29,Low,9.49
4517,Fossil,1.72,Lighting,No,4,120.39,High,9.44
4518,Nuclear,10.68,Lighting,Yes,1,101.51,Medium,8.06
4519,Fossil,12.3,Lighting,No,7,98.69,Medium,3.44
4520,Wind,9.97,None,Yes,7,106.37,Low,3.17
4521,Nuclear,13.34,None,No,4,85.91,High,9.07
4522,Nuclear,13.18,Thermostat,No,5,89.95,Low,6.07
4523,Hydro,11.75,Lighting,No,3,106.57,None,8.29
4524,Hydro,11.14,Assistant,Yes,6,67.85,Low,6.16
4525,Hydro,12.72,Thermostat,No,7,109.51,Medium,6.35
4526,Fossil,13.22,Assistant,No,7,91.59,Medium,4.44
4527,Fossil,15.43,None,No,4,81.82,None,9.87
4528,Solar,14.23,Lighting,No,7,53.41,High,7.47
4529,Fossil,16.16,Thermostat,No,5,128.49,Medium,1.02
4530,Solar,14.97,Assistant,No,6,108.21,Medium,1.02
4531,Nuclear,10.88,Security,Yes,6,87.04,Medium,3.18
4532,Solar,10.54,None,No,5,51.04,Medium,1.38
4533,Nuclear,5.97,Thermostat,Yes,4,125.41,Medium,6.59
4534,Fossil,19.49,Thermostat,Yes,2,120.52,None,8.01
4535,Fossil,6.96,Lighting,No,7,108.83,Low,7.36
4536,Solar,7.73,Thermostat,No,6,145.54,Low,4.01
4537,Hydro,12.52,Lighting,Yes,2,90.97,Medium,8.32
4538,Fossil,9.58,Lighting,No,5,134.77,Low,1.71
4539,Wind,14.24,None,No,3,86.2,High,8.56
4540,Wind,14.69,None,No,5,148.06,High,2.04
4541,Wind,9.01,Lighting,Yes,1,91.04,Low,5.49
4542,Hydro,22.79,Thermostat,No,4,104.86,Medium,4.29
4543,Hydro,14.56,Assistant,No,5,100.07,None,3.8
4544,Solar,3.79,Lighting,Yes,5,69.68,Low,2.52
4545,Wind,12.31,Assistant,Yes,4,72.53,None,9.08
4546,Solar,16.26,None,Yes,3,118.55,Low,2.75
4547,Solar,13.01,Security,No,7,98.23,High,2.48
4548,Fossil,7.91,Assistant,Yes,3,157.57,High,9.37
4549,Solar,8.46,Security,Yes,2,97.21,Medium,8.37
4550,Hydro,10.32,Security,No,4,113.53,Low,6.61
4551,Fossil,16.74,Assistant,Yes,5,139.48,Low,9.53
4552,Nuclear,16.66,Thermostat,No,7,103.03,High,5.82
4553,Wind,14.05,Lighting,No,2,61.57,High,6.95
4554,Fossil,16.59,Lighting,Yes,4,90.82,None,3.74
4555,Wind,9.64,Thermostat,No,1,107.82,High,6.86
4556,Fossil,6.5,Thermostat,No,2,135.8,None,4.72
4557,Hydro,14.29,Assistant,Yes,2,141.34,High,4.72
4558,Fossil,2.18,None,Yes,7,73.96,None,2.11
4559,Fossil,8.85,None,Yes,6,67.6,High,7.48
4560,Solar,3.82,Security,Yes,7,98.5,Medium,1.36
4561,Fossil,12.49,Thermostat,No,6,113.97,Medium,2.05
4562,Fossil,1.46,Assistant,No,2,132.12,None,6.22
4563,Fossil,4.46,Security,Yes,1,116.15,Medium,5.64
4564,Solar,10.28,Lighting,No,7,67.18,Low,3.82
4565,Fossil,7.57,None,Yes,1,119.95,None,7.91
4566,Solar,18.7,Lighting,Yes,4,104.19,None,6.4
4567,Wind,10.34,Security,Yes,4,76.68,None,9.16
4568,Solar,1.69,Security,No,5,120.91,Low,9.93
4569,Nuclear,15.18,Lighting,No,2,64.26,Medium,8.65
4570,Solar,12.09,Assistant,No,7,114.07,Low,7.33
4571,Hydro,5.29,Security,No,2,52.68,High,7.65
4572,Fossil,8.47,Security,Yes,5,48.23,Medium,1.5
4573,Wind,9.89,None,No,6,129.28,High,1.32
4574,Hydro,-1.68,Lighting,No,5,129.58,Medium,6.47
4575,Hydro,3.51,Thermostat,Yes,4,128.44,Medium,1.01
4576,Wind,10.58,Security,No,2,125.84,Low,6.01
4577,Fossil,1.47,Security,Yes,6,86.66,High,7.05
4578,Fossil,5.75,Lighting,Yes,5,90.47,None,3.86
4579,Nuclear,9.0,None,Yes,3,136.21,Medium,7.22
4580,Wind,-3.33,None,Yes,6,82.21,High,2.58
4581,Wind,9.31,Assistant,No,5,105.37,Low,4.34
4582,Wind,19.38,Thermostat,No,4,72.1,High,4.81
4583,Fossil,12.11,None,Yes,7,85.77,None,5.56
4584,Fossil,5.0,Assistant,Yes,5,87.0,None,5.1
4585,Solar,13.73,Security,Yes,4,141.79,Low,5.81
4586,Wind,6.92,None,No,2,145.94,None,6.99
4587,Nuclear,6.83,Lighting,Yes,5,115.34,None,1.86
4588,Solar,8.33,Assistant,Yes,7,41.9,Medium,2.67
4589,Hydro,1.16,Security,Yes,7,99.64,Medium,6.13
4590,Nuclear,10.77,Lighting,No,6,107.58,Medium,4.26
4591,Solar,12.77,Assistant,No,1,90.06,Medium,1.07
4592,Fossil,17.92,Thermostat,Yes,1,115.58,None,7.67
4593,Solar,10.04,Assistant,Yes,6,103.65,None,6.53
4594,Fossil,15.45,None,Yes,6,84.46,Low,1.01
4595,Nuclear,14.85,None,Yes,1,52.65,Low,5.22
4596,Hydro,8.1,Thermostat,No,1,89.73,None,8.35
4597,Solar,3.15,Security,Yes,5,135.91,None,4.43
4598,Wind,3.88,None,No,1,98.17,High,2.05
4599,Nuclear,16.69,None,No,4,58.87,High,2.32
4600,Nuclear,1.21,None,No,1,126.97,Medium,3.61
4601,Solar,7.71,Thermostat,No,6,117.78,None,7.12
4602,Hydro,8.92,Lighting,Yes,3,145.58,High,3.58
4603,Hydro,11.44,Lighting,Yes,4,86.76,Medium,8.62
4604,Solar,2.43,Assistant,No,1,69.18,None,2.72
4605,Nuclear,9.75,Assistant,Yes,4,109.58,Low,8.22
4606,Wind,4.75,Thermostat,No,2,93.09,High,2.33
4607,Nuclear,14.59,Lighting,No,6,97.72,None,9.62
4608,Solar,7.43,Assistant,Yes,5,102.07,Low,1.61
4609,Wind,13.22,Assistant,No,4,139.67,None,4.28
4610,Wind,16.39,Security,No,3,100.77,High,4.55
4611,Wind,10.1,None,No,7,92.57,High,3.23
4612,Hydro,5.12,Security,No,4,107.54,None,6.37
4613,Hydro,14.36,Thermostat,No,7,54.23,High,2.55
4614,Hydro,16.39,Security,Yes,6,144.14,Medium,8.39
4615,Nuclear,5.76,Thermostat,Yes,4,98.81,Low,4.95
4616,Solar,6.31,Lighting,Yes,1,99.21,High,6.28
4617,Fossil,5.76,Security,No,4,51.14,None,5.13
4618,Solar,11.46,Assistant,No,7,78.27,Low,9.73
4619,Hydro,2.97,Security,Yes,1,157.06,Medium,2.66
4620,Fossil,-2.19,Assistant,No,7,84.72,High,1.95
4621,Solar,8.79,Assistant,Yes,1,99.27,Medium,4.89
4622,Wind,9.17,Security,Yes,5,82.75,Medium,7.46
4623,Wind,10.32,Assistant,Yes,5,127.46,Low,2.57
4624,Nuclear,14.23,Assistant,No,5,133.96,High,1.79
4625,Solar,8.34,None,No,6,109.15,High,8.28
4626,Solar,9.79,Thermostat,No,1,121.58,Low,1.57
4627,Hydro,14.39,Thermostat,Yes,7,100.09,Medium,9.5
4628,Fossil,-0.42,Thermostat,Yes,1,151.87,None,3.4
4629,Nuclear,19.71,Security,Yes,2,39.63,High,3.2
4630,Fossil,7.6,Security,No,7,27.76,None,3.75
4631,Fossil,14.89,Assistant,No,5,47.22,None,4.43
4632,Wind,9.18,Security,Yes,7,26.96,High,3.97
4633,Nuclear,4.71,Thermostat,No,2,148.41,Medium,8.21
4634,Fossil,4.94,Security,Yes,5,112.38,None,4.9
4635,Nuclear,5.02,Thermostat,Yes,3,77.97,Medium,7.31
4636,Wind,5.88,Thermostat,No,1,69.13,High,7.33
4637,Nuclear,16.65,Assistant,No,7,91.9,High,9.69
4638,Wind,8.5,None,Yes,3,91.77,Medium,6.64
4639,Fossil,8.19,Lighting,Yes,3,146.31,High,3.89
4640,Nuclear,4.16,Thermostat,Yes,2,86.93,Low,7.84
4641,Fossil,10.17,Thermostat,No,5,88.92,High,5.64
4642,Fossil,10.29,Lighting,Yes,4,116.73,Medium,4.53
4643,Wind,12.81,Security,No,5,92.33,None,8.01
4644,Fossil,2.82,Security,Yes,1,113.69,None,7.69
4645,Wind,6.83,Security,No,6,107.71,None,4.61
4646,Wind,12.83,Assistant,No,5,111.67,None,1.61
4647,Solar,6.3,None,Yes,5,73.68,High,9.77
4648,Wind,12.5,Security,Yes,7,92.85,None,4.23
4649,Solar,5.86,Security,No,3,84.86,High,2.94
4650,Nuclear,5.56,Assistant,No,4,131.41,Medium,3.78
4651,Nuclear,7.99,Security,Yes,3,148.64,High,3.98
4652,Wind,10.98,Assistant,Yes,2,93.64,Medium,4.28
4653,Nuclear,16.28,Assistant,Yes,2,119.94,Low,2.96
4654,Fossil,18.58,Lighting,No,7,38.57,High,6.64
4655,Solar,13.31,Thermostat,No,6,75.48,None,2.64
4656,Solar,14.71,Security,Yes,6,73.05,High,3.0
4657,Solar,13.03,Assistant,Yes,3,123.74,None,6.58
4658,Hydro,10.63,Thermostat,No,2,78.97,High,8.98
4659,Nuclear,10.5,Assistant,No,5,60.95,High,9.73
4660,Nuclear,12.0,Assistant,No,3,49.39,None,1.51
4661,Solar,12.67,Thermostat,Yes,4,116.89,Medium,9.92
4662,Hydro,17.51,Thermostat,No,4,35.67,Low,7.78
4663,Hydro,6.6,Security,No,4,50.27,Low,3.27
4664,Nuclear,16.12,Security,Yes,5,128.54,None,6.58
4665,Nuclear,11.68,Lighting,Yes,2,150.82,Medium,5.64
4666,Fossil,0.38,Security,No,2,102.48,None,2.72
4667,Wind,7.36,Assistant,Yes,7,60.12,Medium,1.71
4668,Wind,11.93,Thermostat,No,7,65.3,Medium,1.96
4669,Hydro,9.05,Security,Yes,2,96.4,Medium,6.89
4670,Nuclear,20.41,Security,Yes,5,112.22,High,5.58
4671,Hydro,6.74,Assistant,No,2,100.85,None,8.65
4672,Wind,5.24,Security,Yes,2,100.66,High,1.06
4673,Fossil,9.42,Lighting,No,6,117.83,Low,4.05
4674,Hydro,16.43,Thermostat,No,2,87.7,None,2.95
4675,Wind,5.41,Assistant,No,7,125.03,Low,1.58
4676,Fossil,9.52,None,No,5,109.1,Low,5.67
4677,Solar,13.83,Assistant,No,4,108.11,Low,5.28
4678,Solar,10.35,Lighting,Yes,5,75.39,Medium,9.06
4679,Fossil,5.41,Lighting,No,1,126.92,None,4.69
4680,Nuclear,6.81,Assistant,No,3,104.09,Low,1.56
4681,Solar,8.56,Thermostat,Yes,7,118.55,None,4.74
4682,Wind,12.38,Assistant,Yes,4,110.0,High,2.74
4683,Hydro,8.5,Security,No,5,111.41,Low,6.9
4684,Wind,15.21,Security,Yes,7,98.07,High,1.69
4685,Wind,8.81,Thermostat,No,4,147.05,None,7.43
4686,Nuclear,0.45,None,No,5,100.8,Medium,7.16
4687,Wind,14.64,Assistant,No,3,167.88,Low,2.05
4688,Wind,10.96,Lighting,No,3,73.54,Low,7.94
4689,Hydro,15.35,Thermostat,Yes,1,127.17,High,5.18
4690,Solar,3.22,None,Yes,6,70.54,Low,2.38
4691,Hydro,17.74,Lighting,Yes,2,80.32,Medium,2.14
4692,Wind,9.78,Lighting,No,3,164.27,Medium,8.64
4693,Solar,17.72,Assistant,No,7,125.53,High,6.82
4694,Nuclear,6.77,Security,No,7,89.6,Low,8.03
4695,Solar,14.44,Lighting,Yes,5,126.79,High,1.17
4696,Fossil,3.9,Security,Yes,7,154.99,Medium,1.24
4697,Hydro,15.46,Lighting,Yes,4,132.47,Low,7.67
4698,Solar,18.81,Assistant,No,6,33.64,Low,1.25
4699,Wind,21.3,None,No,7,93.87,Medium,3.6
4700,Hydro,10.34,Thermostat,No,2,75.25,Medium,5.88
4701,Solar,2.86,Thermostat,Yes,1,89.52,None,8.93
4702,Solar,10.1,Lighting,No,2,115.54,High,1.44
4703,Hydro,6.05,None,Yes,4,133.56,High,4.42
4704,Wind,8.68,Lighting,Yes,2,124.26,None,7.78
4705,Hydro,16.05,None,No,6,71.65,High,3.43
4706,Solar,18.57,None,No,4,94.3,Low,2.44
4707,Wind,12.28,Lighting,No,1,54.93,Medium,6.82
4708,Wind,-3.96,Assistant,Yes,6,117.24,High,5.26
4709,Hydro,20.14,Lighting,Yes,7,109.68,Low,2.7
4710,Nuclear,19.91,None,Yes,7,127.68,High,5.81
4711,Nuclear,8.3,Assistant,No,6,80.37,High,4.81
4712,Solar,-2.6,None,No,2,62.18,None,6.97
4713,Nuclear,10.54,Thermostat,Yes,6,143.25,None,4.79
4714,Hydro,16.05,Lighting,No,7,61.06,None,7.96
4715,Wind,16.92,Thermostat,Yes,2,97.25,None,9.4
4716,Fossil,12.37,None,Yes,1,108.38,Medium,7.5
4717,Fossil,13.36,Thermostat,No,1,133.53,Medium,8.93
4718,Nuclear,3.16,Thermostat,No,2,151.97,High,7.78
4719,Solar,16.81,Lighting,Yes,5,67.65,Medium,2.05
4720,Nuclear,25.46,Assistant,No,7,99.62,Low,5.95
4721,Hydro,11.4,Lighting,Yes,5,118.38,None,3.49
4722,Hydro,9.66,Assistant,Yes,4,92.1,None,2.71
4723,Solar,14.64,Lighting,No,2,68.2,Medium,9.93
4724,Nuclear,8.08,Security,Yes,2,106.33,None,9.72
4725,Solar,4.65,Assistant,Yes,4,89.9,Low,8.99
4726,Fossil,3.38,Assistant,No,2,129.17,Medium,5.33
4727,Fossil,11.15,Assistant,No,2,100.0,Medium,6.23
4728,Nuclear,9.5,Security,No,2,70.01,None,8.83
4729,Hydro,12.92,Lighting,No,3,111.0,High,5.63
4730,Solar,17.2,Lighting,No,2,95.05,Medium,6.8
4731,Nuclear,13.3,Lighting,Yes,4,21.04,Low,4.24
4732,Nuclear,9.21,Thermostat,Yes,5,58.24,Low,3.76
4733,Wind,4.74,Thermostat,Yes,1,117.97,Low,3.21
4734,Hydro,24.28,Thermostat,No,4,47.95,None,8.76
4735,Wind,11.55,Security,No,1,144.0,Low,9.81
4736,Fossil,10.4,Security,No,5,84.16,None,2.57
4737,Fossil,6.49,Thermostat,Yes,6,88.34,None,9.48
4738,Hydro,-1.02,Lighting,No,3,109.32,None,4.31
4739,Wind,9.18,Security,No,2,96.38,None,6.86
4740,Hydro,14.26,Security,No,3,126.97,Low,2.44
4741,Wind,14.45,None,No,7,103.12,None,2.39
4742,Fossil,8.75,Assistant,No,2,104.27,High,7.36
4743,Hydro,13.83,None,No,7,113.21,Low,5.28
4744,Fossil,0.81,Thermostat,No,4,82.91,Low,8.5
4745,Wind,5.35,Lighting,No,6,93.26,Medium,1.68
4746,Wind,14.22,Assistant,Yes,7,129.31,Medium,2.78
4747,Nuclear,10.36,Security,Yes,1,138.36,Medium,1.06
4748,Wind,13.72,Security,No,2,126.05,Medium,5.75
4749,Nuclear,13.76,Assistant,No,6,169.08,High,9.41
4750,Hydro,8.5,None,Yes,2,100.84,High,6.23
4751,Hydro,5.54,Assistant,Yes,2,94.54,High,9.46
4752,Wind,11.89,Lighting,Yes,7,126.2,None,9.99
4753,Wind,5.54,Assistant,Yes,2,89.97,High,5.68
4754,Nuclear,6.37,Lighting,Yes,4,83.33,Medium,1.68
4755,Hydro,16.13,Assistant,Yes,3,83.45,High,1.76
4756,Wind,12.18,Thermostat,No,3,115.83,None,5.78
4757,Wind,4.69,Assistant,No,1,78.66,Low,4.17
4758,Fossil,4.67,Lighting,Yes,3,153.16,None,4.51
4759,Hydro,10.53,None,No,2,88.09,Medium,8.56
4760,Fossil,17.81,Assistant,No,7,113.17,Medium,8.34
4761,Fossil,7.38,Assistant,No,7,101.95,High,1.61
4762,Wind,14.82,Lighting,No,2,65.98,Medium,8.25
4763,Hydro,13.96,Thermostat,No,7,78.84,Low,8.83
4764,Wind,8.16,Security,Yes,5,45.06,High,9.07
4765,Wind,2.33,None,Yes,4,50.94,Low,9.4
4766,Wind,6.57,None,No,7,86.44,None,2.86
4767,Solar,9.62,Assistant,Yes,1,110.57,Medium,3.46
4768,Fossil,7.46,Thermostat,No,5,112.14,High,8.86
4769,Fossil,10.25,Security,Yes,7,95.24,Medium,8.1
4770,Solar,2.1,Security,Yes,7,68.51,None,1.23
4771,Fossil,12.01,None,No,6,75.84,None,9.28
4772,Nuclear,12.65,Security,Yes,7,56.17,None,3.95
4773,Solar,8.69,Thermostat,Yes,2,111.01,None,8.8
4774,Wind,2.28,Security,No,5,72.79,None,2.23
4775,Solar,7.89,Assistant,Yes,3,78.02,None,6.62
4776,Wind,13.57,None,Yes,2,71.24,Low,1.69
4777,Solar,6.39,Assistant,Yes,6,94.46,None,9.49
4778,Solar,12.22,Thermostat,Yes,2,103.15,Medium,5.07
4779,Wind,4.17,Assistant,No,1,95.58,High,4.68
4780,Solar,1.36,None,No,4,95.25,Low,9.52
4781,Wind,18.33,Thermostat,No,7,88.23,Medium,9.68
4782,Solar,10.64,Assistant,Yes,2,140.83,High,3.39
4783,Hydro,-0.03,Assistant,No,7,115.65,Low,6.3
4784,Nuclear,21.33,None,No,4,158.21,Medium,4.51
4785,Solar,4.5,Thermostat,Yes,7,132.33,High,8.0
4786,Hydro,1.43,Assistant,Yes,5,111.73,High,1.99
4787,Hydro,5.01,None,Yes,2,119.77,None,1.88
4788,Hydro,9.39,Lighting,No,1,105.02,High,5.21
4789,Solar,2.5,None,No,1,131.63,High,3.67
4790,Fossil,4.68,Lighting,Yes,4,110.13,Medium,7.69
4791,Hydro,12.57,Thermostat,Yes,5,78.8,High,1.97
4792,Solar,9.02,None,Yes,5,104.83,High,3.86
4793,Wind,15.36,Assistant,Yes,4,152.8,None,8.32
4794,Nuclear,12.56,Lighting,Yes,1,106.88,High,6.47
4795,Fossil,11.31,Assistant,No,5,128.44,Medium,6.77
4796,Wind,15.1,Security,No,4,62.99,None,5.52
4797,Wind,19.31,Security,Yes,5,98.97,None,7.17
4798,Solar,15.44,None,Yes,2,121.93,None,2.86
4799,Fossil,10.89,None,No,5,52.29,None,8.65
4800,Hydro,6.66,None,Yes,2,86.94,Medium,6.97
4801,Fossil,-1.95,Security,Yes,5,119.85,Low,4.57
4802,Solar,19.63,Assistant,Yes,7,88.94,High,9.69
4803,Fossil,9.62,Security,No,5,169.31,Medium,1.63
4804,Hydro,6.56,None,No,4,71.72,None,9.0
4805,Hydro,0.81,Assistant,No,2,83.37,High,7.22
4806,Solar,9.37,Security,Yes,7,80.97,Medium,3.17
4807,Hydro,12.03,None,No,7,132.01,Medium,3.47
4808,Hydro,14.52,Assistant,Yes,3,92.86,None,3.39
4809,Nuclear,9.48,Assistant,No,5,87.22,Low,3.76
4810,Hydro,4.01,Assistant,Yes,1,154.98,Medium,4.72
4811,Hydro,8.48,None,No,7,77.46,Medium,8.7
4812,Solar,13.89,Security,Yes,2,56.55,None,5.2
4813,Hydro,7.4,Security,Yes,4,77.59,None,8.83
4814,Nuclear,-5.25,Lighting,Yes,5,74.09,None,4.53
4815,Fossil,12.17,Lighting,Yes,7,61.81,High,1.51
4816,Hydro,12.54,None,No,3,119.6,Low,4.53
4817,Hydro,9.77,Assistant,No,7,119.81,High,6.54
4818,Fossil,6.89,Thermostat,Yes,6,136.66,Low,1.8
4819,Nuclear,8.32,None,Yes,2,118.15,None,4.46
4820,Nuclear,7.67,None,No,4,83.16,High,5.91
4821,Fossil,5.98,Security,Yes,7,101.84,High,7.66
4822,Wind,10.49,Assistant,No,1,129.72,Medium,6.83
4823,Fossil,2.89,None,No,4,115.1,Low,1.57
4824,Wind,6.39,Thermostat,Yes,5,81.29,High,9.93
4825,Fossil,9.04,None,No,4,99.88,Low,2.49
4826,Solar,3.62,Lighting,No,2,124.78,Medium,9.51
4827,Nuclear,11.91,None,No,1,107.28,None,8.83
4828,Solar,8.99,Thermostat,No,6,90.81,Low,6.57
4829,Nuclear,8.29,Lighting,No,3,97.56,Low,8.05
4830,Fossil,15.28,Assistant,No,6,104.6,Low,6.66
4831,Hydro,14.15,Thermostat,No,2,66.38,Medium,9.29
4832,Solar,8.12,Thermostat,No,2,79.96,Low,5.12
4833,Hydro,1.5,Assistant,Yes,4,92.87,Low,6.42
4834,Fossil,4.92,Assistant,Yes,5,126.82,None,2.15
4835,Hydro,13.91,Lighting,Yes,2,108.31,Low,4.23
4836,Hydro,16.67,Lighting,No,4,141.09,Medium,6.13
4837,Solar,9.71,Lighting,No,4,98.52,High,2.82
4838,Fossil,9.23,Assistant,No,6,97.76,High,6.03
4839,Hydro,18.63,Lighting,Yes,1,114.02,Low,4.01
4840,Wind,12.69,Thermostat,No,6,90.55,Medium,1.62
4841,Hydro,2.78,Assistant,No,1,143.0,Low,5.81
4842,Fossil,4.85,Thermostat,Yes,4,94.96,Low,2.22
4843,Nuclear,4.69,Assistant,Yes,7,40.88,None,4.09
4844,Hydro,9.27,Thermostat,Yes,3,89.16,High,9.45
4845,Fossil,10.12,None,Yes,4,50.36,High,9.73
4846,Nuclear,16.41,Security,No,2,133.48,None,9.56
4847,Nuclear,6.77,Thermostat,Yes,5,51.99,High,5.76
4848,Nuclear,2.24,Thermostat,Yes,4,161.25,Low,6.26
4849,Solar,6.33,Security,No,1,161.1,High,3.6
4850,Solar,12.19,Lighting,Yes,4,68.43,High,5.35
4851,Hydro,6.66,Lighting,No,6,110.13,Medium,1.91
4852,Wind,11.02,Lighting,Yes,5,131.59,High,4.78
4853,Hydro,13.9,Lighting,No,4,150.79,Low,3.28
4854,Hydro,9.37,Thermostat,No,5,129.07,Medium,4.83
4855,Wind,6.24,Security,Yes,7,56.4,High,1.28
4856,Solar,6.76,Thermostat,Yes,2,124.21,Low,3.34
4857,Solar,11.23,Security,No,2,60.56,Low,3.74
4858,Wind,5.49,Thermostat,No,2,57.0,High,5.6
4859,Wind,7.01,Security,Yes,4,101.66,None,9.23
4860,Fossil,4.07,None,No,5,114.75,High,8.01
4861,Fossil,5.96,Lighting,Yes,2,110.59,None,6.89
4862,Fossil,8.29,Security,No,7,76.35,Medium,9.06
4863,Fossil,9.55,Assistant,Yes,7,96.86,None,8.1
4864,Solar,19.66,Assistant,No,5,82.01,Low,3.32
4865,Nuclear,10.5,Security,Yes,4,60.38,Medium,6.34
4866,Fossil,13.09,Thermostat,Yes,1,119.79,Medium,2.6
4867,Hydro,5.06,None,Yes,5,70.35,None,5.07
4868,Wind,13.64,Security,No,3,158.98,Low,4.63
4869,Wind,11.31,Lighting,No,6,86.98,High,2.54
4870,Hydro,17.4,Lighting,No,7,101.55,Medium,9.96
4871,Hydro,7.73,Assistant,No,2,82.71,Low,1.6
4872,Fossil,4.57,Thermostat,Yes,5,85.76,High,5.18
4873,Nuclear,4.85,None,Yes,6,162.28,None,7.27
4874,Fossil,3.65,Assistant,No,6,127.35,Medium,9.27
4875,Fossil,8.57,Thermostat,Yes,5,59.21,None,4.35
4876,Wind,16.02,None,No,3,97.75,High,7.95
4877,Wind,12.25,Thermostat,Yes,5,132.3,Low,3.05
4878,Nuclear,12.73,Lighting,Yes,3,126.43,High,4.04
4879,Fossil,6.99,Thermostat,No,6,135.1,High,8.75
4880,Hydro,12.09,Thermostat,Yes,1,178.79,None,4.59
4881,Fossil,16.62,Assistant,Yes,2,147.12,Medium,2.66
4882,Solar,0.14,Assistant,No,7,56.91,Medium,5.4
4883,Wind,4.51,Lighting,No,3,125.25,High,3.22
4884,Nuclear,16.48,Security,No,7,78.13,Low,7.6
4885,Wind,10.97,Security,No,4,43.0,Low,9.42
4886,Wind,6.5,Assistant,Yes,3,105.08,Low,3.42
4887,Wind,10.98,None,Yes,1,83.07,Medium,6.73
4888,Hydro,11.97,None,Yes,5,167.57,Medium,7.49
4889,Solar,6.66,Thermostat,No,5,110.94,Low,1.89
4890,Solar,11.32,Lighting,No,5,91.05,Medium,9.26
4891,Hydro,9.5,Thermostat,No,6,86.25,Low,6.12
4892,Nuclear,17.91,Assistant,No,5,129.47,High,7.31
4893,Fossil,12.68,None,No,3,101.58,Medium,6.2
4894,Wind,9.55,Thermostat,Yes,5,78.49,Low,8.06
4895,Wind,8.91,Security,No,5,116.85,High,9.88
4896,Solar,10.42,Thermostat,Yes,3,60.17,None,7.09
4897,Nuclear,11.12,Assistant,No,2,101.35,None,2.91
4898,Solar,12.29,Security,Yes,1,153.3,Low,8.48
4899,Nuclear,4.68,Security,Yes,3,110.87,High,1.87
4900,Fossil,11.08,None,Yes,5,78.53,None,3.8
4901,Hydro,6.07,Thermostat,Yes,7,183.63,None,6.06
4902,Hydro,10.34,Lighting,Yes,1,135.11,Medium,2.9
4903,Wind,5.94,Thermostat,No,5,150.12,Low,1.98
4904,Fossil,14.86,Lighting,No,2,127.78,Medium,4.92
